donor	site	role	gsm	seq_run	gex_library	version	tissue	source	library_protocol	raw_matrix_assays	filename	url	content_length_bytes
D512	NY	held	GSM9031342	001	CZINY-0161	v2	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0161.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0161.v2.h5ad	47788072
D512	NY	held	GSM9031343	001	CZINY-0162	v2	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0162.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0162.v2.h5ad	49126946
D512	NY	held	GSM9031344	001	CZINY-0163	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0163.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0163.v1.h5ad	16024731
D512	NY	held	GSM9031345	001	CZINY-0164	v2	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0164.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0164.v2.h5ad	49854560
D512	NY	held	GSM9031346	001	CZINY-0165	v2	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0165.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0165.v2.h5ad	41133092
D512	NY	held	GSM9031347	001	CZINY-0166	v2	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0166.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0166.v2.h5ad	46919209
D512	NY	held	GSM9031348	001	CZINY-0167	v2	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0167.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0167.v2.h5ad	46355321
D512	NY	held	GSM9031349	001	CZINY-0168	v2	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0168.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0168.v2.h5ad	53335503
D512	NY	held	GSM9031350	001	CZINY-0169	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0169.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0169.v1.h5ad	25479208
D512	NY	held	GSM9031351	001	CZINY-0170	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0170.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0170.v1.h5ad	31846164
D512	NY	held	GSM9031352	001	CZINY-0171	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0171.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0171.v1.h5ad	20533313
D512	NY	held	GSM9031353	001	CZINY-0172	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0172.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0172.v1.h5ad	22737107
D512	NY	held	GSM9031354	001	CZINY-0173	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0173.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0173.v1.h5ad	24824761
D512	NY	held	GSM9031355	001	CZINY-0174	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0174.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0174.v1.h5ad	28009196
D512	NY	held	GSM9031356	001	CZINY-0175	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0175.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0175.v1.h5ad	24427077
D512	NY	held	GSM9031357	001	CZINY-0176	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D512_001.CZINY-0176.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D512_001.CZINY-0176.v1.h5ad	23413949
D520	NY	held	GSM9031374	001	CZINY-0225	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0225.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0225.v1.h5ad	41555866
D520	NY	held	GSM9031375	001	CZINY-0226	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0226.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0226.v1.h5ad	43681436
D520	NY	held	GSM9031376	001	CZINY-0227	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0227.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0227.v1.h5ad	40833228
D520	NY	held	GSM9031377	001	CZINY-0228	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0228.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0228.v1.h5ad	39543998
D520	NY	held	GSM9031378	001	CZINY-0229	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0229.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0229.v1.h5ad	30868233
D520	NY	held	GSM9031379	001	CZINY-0230	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0230.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0230.v1.h5ad	29626889
D520	NY	held	GSM9031380	001	CZINY-0231	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0231.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0231.v1.h5ad	34959459
D520	NY	held	GSM9031381	001	CZINY-0232	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0232.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0232.v1.h5ad	38460103
D520	NY	held	GSM9031382	001	CZINY-0233	v2	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0233.v2.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0233.v2.h5ad	56197519
D520	NY	held	GSM9031383	001	CZINY-0234	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0234.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0234.v1.h5ad	32874055
D520	NY	held	GSM9031384	001	CZINY-0235	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0235.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0235.v1.h5ad	28048957
D520	NY	held	GSM9031385	001	CZINY-0236	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0236.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0236.v1.h5ad	25974883
D520	NY	held	GSM9031386	001	CZINY-0237	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0237.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0237.v1.h5ad	28578134
D520	NY	held	GSM9031387	001	CZINY-0238	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0238.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0238.v1.h5ad	28743029
D520	NY	held	GSM9031388	001	CZINY-0239	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0239.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0239.v1.h5ad	27962470
D520	NY	held	GSM9031389	001	CZINY-0240	v1	pooled:blood,colonic epithelium,jejunal epithelium,lung,bone marrow,mesenteric lymph node,lamina propria of mucosa of colon,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D520_001.CZINY-0240.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D520_001.CZINY-0240.v1.h5ad	23820429
D523	NY	held	GSM9031406	001	CZINY-0289	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0289.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0289.v1.h5ad	19133075
D523	NY	held	GSM9031407	001	CZINY-0290	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0290.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0290.v1.h5ad	24487545
D523	NY	held	GSM9031408	001	CZINY-0291	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0291.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0291.v1.h5ad	25775166
D523	NY	held	GSM9031409	001	CZINY-0292	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0292.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0292.v1.h5ad	24839034
D523	NY	held	GSM9031410	001	CZINY-0293	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0293.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0293.v1.h5ad	22331571
D523	NY	held	GSM9031411	001	CZINY-0294	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0294.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0294.v1.h5ad	23962794
D523	NY	held	GSM9031412	001	CZINY-0295	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0295.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0295.v1.h5ad	24391493
D523	NY	held	GSM9031413	001	CZINY-0296	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0296.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0296.v1.h5ad	23774098
D523	NY	held	GSM9031414	001	CZINY-0297	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0297.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0297.v1.h5ad	15491965
D523	NY	held	GSM9031415	001	CZINY-0298	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0298.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0298.v1.h5ad	15231312
D523	NY	held	GSM9031416	001	CZINY-0299	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0299.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0299.v1.h5ad	17219463
D523	NY	held	GSM9031417	001	CZINY-0300	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0300.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0300.v1.h5ad	18280936
D523	NY	held	GSM9031418	001	CZINY-0301	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0301.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0301.v1.h5ad	16833938
D523	NY	held	GSM9031419	001	CZINY-0302	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0302.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0302.v1.h5ad	18335219
D523	NY	held	GSM9031420	001	CZINY-0303	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0303.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0303.v1.h5ad	17602315
D523	NY	held	GSM9031421	001	CZINY-0304	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,bone marrow,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D523_001.CZINY-0304.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D523_001.CZINY-0304.v1.h5ad	16120368
D528	NY	held	GSM9031438	001	CZINY-0337	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0337.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0337.v1.h5ad	34515338
D528	NY	held	GSM9031439	001	CZINY-0338	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0338.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0338.v1.h5ad	34721199
D528	NY	held	GSM9031440	001	CZINY-0339	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0339.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0339.v1.h5ad	35536020
D528	NY	held	GSM9031441	001	CZINY-0340	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0340.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0340.v1.h5ad	34415025
D528	NY	held	GSM9031442	001	CZINY-0341	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0341.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0341.v1.h5ad	32141677
D528	NY	held	GSM9031443	001	CZINY-0342	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0342.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0342.v1.h5ad	49737004
D528	NY	held	GSM9031444	001	CZINY-0343	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0343.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0343.v1.h5ad	32965835
D528	NY	held	GSM9031445	001	CZINY-0344	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0344.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0344.v1.h5ad	34162843
D528	NY	held	GSM9031446	001	CZINY-0345	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0345.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0345.v1.h5ad	29807573
D528	NY	held	GSM9031447	001	CZINY-0346	v1	pooled:blood,jejunal epithelium,inguinal lymph node,lung,spleen,mesenteric lymph node,thoracic lymph node,epithelial lining fluid,jejunum lamina propria	LiveOnNY	10x 5' v2	snRNA-seq, CITE-seq	GSE299043_D528_001.CZINY-0346.v1.h5ad	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE299nnn/GSE299043/suppl/GSE299043_D528_001.CZINY-0346.v1.h5ad	20963586
